% Model,plasmaBDistribution.mph
% Version,COMSOL 5.5.0.359
% Date,"Jan 3 2021, 11:47"
% Dimension,2
% Nodes,40000
% Expressions,1
% Description,
% Length unit,m
% R,Z,real(mf.Bz) (T) @ freq=1
9.0E-4,-0.2388,6.041988162578216E-5
9.0E-4,-0.2364,0.0045897088110817
9.0E-4,-0.23399999999999999,0.11512552638391242
9.0E-4,-0.2316,0.11912468651182473
9.0E-4,-0.22920000000000001,0.12324471762612822
9.0E-4,-0.2268,0.12761897560125293
9.0E-4,-0.2244,0.13209164422455208
9.0E-4,-0.22199999999999998,0.13685566052013806
9.0E-4,-0.21960000000000002,0.14171617589347513
9.0E-4,-0.2172,0.14690083513932395
9.0E-4,-0.2148,0.15219028283109948
9.0E-4,-0.21239999999999998,0.15783347768546943
9.0E-4,-0.20999999999999996,0.16359136032409488
9.0E-4,-0.2076,0.16973568508998726
9.0E-4,-0.2052,0.1760054581206048
9.0E-4,-0.20279999999999998,0.1826953881168275
9.0E-4,-0.20039999999999997,0.18952240222632982
9.0E-4,-0.198,0.19680479615802288
9.0E-4,-0.1956,0.20423651673249543
9.0E-4,-0.19319999999999998,0.2121597230370481
9.0E-4,-0.19079999999999997,0.2202449904375753
9.0E-4,-0.18839999999999998,0.22885796772868766
9.0E-4,-0.186,0.23764592450156713
9.0E-4,-0.1836,0.2469967998879468
9.0E-4,-0.18119999999999997,0.2565353213317088
9.0E-4,-0.17880000000000001,0.26666944765079137
9.0E-4,-0.17639999999999997,0.27700303609354493
9.0E-4,-0.174,0.2879603869665097
9.0E-4,-0.1716,0.2991273450229365
9.0E-4,-0.16920000000000002,0.3109391194985973
9.0E-4,-0.1668,0.3229678951618278
9.0E-4,-0.1644,0.33565219429591814
9.0E-4,-0.16199999999999998,0.3485567712560585
9.0E-4,-0.1596,0.3621133085717319
9.0E-4,-0.1572,0.3758875925073944
9.0E-4,-0.1548,0.3902914531736329
9.0E-4,-0.15239999999999998,0.4049027231333177
9.0E-4,-0.15,0.42009734854465813
9.0E-4,-0.1476,0.43547901300177816
9.0E-4,-0.1452,0.4513688418500565
9.0E-4,-0.14279999999999998,0.46741303338629653
9.0E-4,-0.14039999999999997,0.48385653323955635
9.0E-4,-0.138,0.5004073371726723
9.0E-4,-0.1356,0.51721163572716
9.0E-4,-0.13319999999999999,0.5340602988099246
9.0E-4,-0.13079999999999997,0.5509788570039971
9.0E-4,-0.12839999999999996,0.567862591441219
9.0E-4,-0.126,0.584597716301955
9.0E-4,-0.12360000000000002,0.6011677002518956
9.0E-4,-0.12119999999999997,0.6174157788950885
9.0E-4,-0.11879999999999999,0.6333391925528735
