% Model,plasmaBDistributionWithShielding.mph
% Version,COMSOL 5.5.0.359
% Date,"Jan 3 2021, 11:59"
% Dimension,2
% Nodes,40000
% Expressions,1
% Description,
% Length unit,m
% R,Z,real(mf.Br) (T) @ freq=1
0.0026999999999999997,0.018000000000000002,-4.66766642488368E-4
0.0026999999999999997,0.020400000000000015,-5.242518301667581E-4
0.0026999999999999997,0.022800000000000015,-5.960643003215318E-4
0.0026999999999999997,0.0252,-6.771773311770556E-4
0.0026999999999999997,0.0276,-7.779348451306758E-4
0.0026999999999999997,0.030000000000000013,-8.878773884654079E-4
0.0026999999999999997,0.032400000000000026,-0.0010264621324475101
0.0026999999999999997,0.034800000000000025,-0.0011805208685274071
0.0026999999999999997,0.03720000000000001,-0.0013565714147148675
0.0026999999999999997,0.03960000000000001,-0.0015524480265605707
0.0026999999999999997,0.04200000000000002,-0.0017712360925379717
0.0026999999999999997,0.04440000000000004,-0.0020027468456532693
0.0026999999999999997,0.046800000000000036,-0.002233701118891474
0.0026999999999999997,0.04920000000000002,-0.002487818417517271
0.0026999999999999997,0.05160000000000002,-0.002754707249566911
0.0026999999999999997,0.054000000000000034,-0.0030191667871854013
0.0026999999999999997,0.05640000000000005,-0.003280835533640513
0.0026999999999999997,0.05880000000000005,-0.0035491760616298863
0.0026999999999999997,0.061200000000000004,-0.0038152848163386013
0.0026999999999999997,0.06359999999999998,-0.004067198826420518
0.0026999999999999997,0.06599999999999999,-0.0043212890499610135
0.0026999999999999997,0.0684,-0.0045673422423560235
0.0026999999999999997,0.0708,-0.004842988850967202
0.0026999999999999997,0.07320000000000002,-0.005107016139279674
0.0026999999999999997,0.07559999999999999,-0.0053992389266661
0.0026999999999999997,0.078,-0.0057114294441961075
0.0026999999999999997,0.08040000000000001,-0.006084477658501912
0.0026999999999999997,0.08280000000000001,-0.006500001594807757
0.0026999999999999997,0.08520000000000003,-0.006972809759835712
0.0026999999999999997,0.0876,-0.007508680678611573
0.0026999999999999997,0.09000000000000001,-0.008151829636687528
0.0026999999999999997,0.09240000000000002,-0.008815317721936666
0.0026999999999999997,0.09480000000000002,-0.009526131963235991
0.0026999999999999997,0.09720000000000004,-0.010262182738506598
0.0026999999999999997,0.09960000000000001,-0.010932452776536289
0.0026999999999999997,0.10200000000000002,-0.01149084694439358
0.0026999999999999997,0.10440000000000003,-0.011872762773934526
0.0026999999999999997,0.10680000000000003,-0.012013052645348743
0.0026999999999999997,0.10920000000000005,-0.01177999547496299
0.0026999999999999997,0.11160000000000002,-0.01136800674538321
0.0026999999999999997,0.11400000000000003,-0.010534338437484414
0.0026999999999999997,0.11640000000000003,-0.009435805547642756
0.0026999999999999997,0.11880000000000004,-0.008132436804486054
0.0026999999999999997,0.1212,-0.006764388529128695
0.0026999999999999997,0.12359999999999999,-0.005255401966028736
0.0026999999999999997,0.126,-0.003784916612013134
0.0026999999999999997,0.1284,-0.0023808052166193194
0.0026999999999999997,0.1308,-0.001105434259854765
0.0026999999999999997,0.1332,4.269971912075621E-5
0.0026999999999999997,0.1356,0.0010501242996166504
0.0026999999999999997,0.138,0.001924185475892612
0.0026999999999999997,0.1404,0.0026671796421568195
0.0026999999999999997,0.1428,0.0032987856591984227
0.0026999999999999997,0.14520000000000002,0.0037815875192272197
0.0026999999999999997,0.14760000000000004,0.004172014103697053
0.0026999999999999997,0.15000000000000002,0.004483975135787854
0.0026999999999999997,0.1524,0.0047226589598965574
0.0026999999999999997,0.15480000000000002,0.004887759755755863
0.0026999999999999997,0.15720000000000003,0.004990648746875477
0.0026999999999999997,0.15960000000000005,0.005051099832528759
0.0026999999999999997,0.16200000000000003,0.005069315966814147
0.0026999999999999997,0.16440000000000002,0.00505754826141419
0.0026999999999999997,0.16680000000000003,0.005024433017714814
0.0026999999999999997,0.16920000000000004,0.004944950440006121
0.0026999999999999997,0.17160000000000006,0.004875665792442245
0.0026999999999999997,0.17400000000000004,0.004767540931682338
0.0026999999999999997,0.17640000000000003,0.004668819003016252
0.0026999999999999997,0.17880000000000004,0.004544534828417885
0.0026999999999999997,0.1812,0.004428295191328868
0.0026999999999999997,0.1836,0.00429354439401814
0.0026999999999999997,0.186,0.00416941482832639
0.0026999999999999997,0.18839999999999998,0.004030315823993385
0.0026999999999999997,0.1908,0.0039038467161398825
0.0026999999999999997,0.1932,0.003765053420327579
0.0026999999999999997,0.19560000000000002,0.0036399892885716316
0.0026999999999999997,0.198,0.0035044308128092646
0.0026999999999999997,0.2004,0.003383643618234681
0.0026999999999999997,0.2028,0.003253243979313733
0.0026999999999999997,0.20520000000000002,0.0031382659741466534
0.0026999999999999997,0.20760000000000003,0.003013685306891424
0.0026999999999999997,0.21000000000000002,0.002906451765191503
0.0026999999999999997,0.2124,0.0027879162245997196
0.0026999999999999997,0.21480000000000002,0.002687452936052853
0.0026999999999999997,0.21720000000000003,0.0025783742805788705
0.0026999999999999997,0.21960000000000005,0.002481214726597382
0.0026999999999999997,0.22200000000000003,0.0023859784848878777
0.0026999999999999997,0.22440000000000002,0.0022900884388691173
0.0026999999999999997,0.22680000000000003,0.0022051676898783524
0.0026999999999999997,0.22920000000000004,0.002116007471508332
0.0026999999999999997,0.23160000000000006,0.0020451728132836033
0.0026999999999999997,0.234,0.0019474225294213497
0.0026999999999999997,0.23640000000000003,2.614755117907505E-5
0.0026999999999999997,0.23880000000000004,5.804692159803151E-8
0.0045,-0.2388,-9.674323909039651E-8
0.0045,-0.2364,-4.357456135384472E-5
0.0045,-0.23399999999999999,-0.003270915711066358
0.0045,-0.2316,-0.003393048304510775
0.0045,-0.22920000000000001,-0.003524632188729178
0.0045,-0.2268,-0.0036771983162596014
0.0045,-0.2244,-0.0038170700147254766
0.0045,-0.22199999999999998,-0.00397914350352177
0.0045,-0.21960000000000002,-0.004132582517181339
0.0045,-0.2172,-0.0043081852576433155
0.0045,-0.2148,-0.004471255400117304
0.0045,-0.21239999999999998,-0.004660556839432298
0.0045,-0.20999999999999996,-0.004835232878493911
0.0045,-0.2076,-0.005036260094552991
0.0045,-0.2052,-0.005222941775377507
0.0045,-0.20279999999999998,-0.005435108563003416
0.0045,-0.20039999999999997,-0.0056324159327276815
0.0045,-0.198,-0.00585465782833601
0.0045,-0.1956,-0.00606016261454443
0.0045,-0.19319999999999998,-0.006290043468985249
0.0045,-0.19079999999999997,-0.00650039372385406
0.0045,-0.18839999999999998,-0.006733490092205793
0.0045,-0.186,-0.006943944411340677
0.0045,-0.1836,-0.007173438889497799
0.0045,-0.18119999999999997,-0.007377072703017434
0.0045,-0.17880000000000001,-0.0075920772608826514
0.0045,-0.17639999999999997,-0.007779956296953466
0.0045,-0.174,-0.007967348043313713
0.0045,-0.1716,-0.008124344714787485
0.0045,-0.16920000000000002,-0.008271350684967205
0.0045,-0.1668,-0.008371599021541457
0.0045,-0.1644,-0.00845660509529153
0.0045,-0.16199999999999998,-0.008474340735271702
0.0045,-0.1596,-0.008438886853911871
0.0045,-0.1572,-0.008337186813441547
0.0045,-0.1548,-0.008192132076818848
0.0045,-0.15239999999999998,-0.007890018760734932
0.0045,-0.15,-0.007488472286874437
0.0045,-0.1476,-0.007001961501618012
0.0045,-0.1452,-0.006399742883852255
0.0045,-0.14279999999999998,-0.005553042720853468
0.0045,-0.14039999999999997,-0.0044362013568836345
0.0045,-0.138,-0.003222681116642284
0.0045,-0.1356,-0.0018392435526765893
0.0045,-0.13319999999999999,-2.537702049643098E-4
0.0045,-0.13079999999999997,0.0017461240285030002
0.0045,-0.12839999999999996,0.004072091380611487
0.0045,-0.126,0.006329806384818358
0.0045,-0.12360000000000002,0.008686846530762238
0.0045,-0.12119999999999997,0.011074149774479252
0.0045,-0.11879999999999999,0.013642018665274765
0.0045,-0.11639999999999996,0.015974755854445577
0.0045,-0.11399999999999998,0.017699614788981882
0.0045,-0.11159999999999998,0.019042557987587565
0.0045,-0.10919999999999999,0.019845783105588703
0.0045,-0.10679999999999996,0.020152127631640177
0.0045,-0.10439999999999999,0.019947602796861863
0.0045,-0.10199999999999998,0.019297161443175396
0.0045,-0.09960000000000001,0.018316873826770455
0.0045,-0.0972,0.017044991904123792
0.0045,-0.0948,0.01581929897736406
0.0045,-0.09239999999999998,0.014638816918016287
0.0045,-0.08999999999999997,0.013562253684768905
0.0045,-0.0876,0.012421215829594875
0.0045,-0.08519999999999998,0.01156563860037987
0.0045,-0.08279999999999998,0.010809721469180909
0.0045,-0.08039999999999997,0.01015275561224593
0.0045,-0.07799999999999999,0.00946929048701825
0.0045,-0.07559999999999999,0.008975275736500851
0.0045,-0.07320000000000002,0.008512212936879242
0.0045,-0.07079999999999997,0.008071108059710688
0.0045,-0.0684,0.007617278847588656
0.0045,-0.06599999999999999,0.00720250298939394
0.0045,-0.06360000000000002,0.006790469829573716
0.0045,-0.06119999999999998,0.006371657886595775
0.0045,-0.05879999999999999,0.005887442663116091
0.0045,-0.056399999999999964,0.0054498567590887765
0.0045,-0.05399999999999998,0.005043487186334673
0.0045,-0.05159999999999998,0.004613074829271345
0.0045,-0.049199999999999994,0.004130530823914243
0.0045,-0.04679999999999995,0.003704014501533074
0.0045,-0.044399999999999995,0.0033061555378166713
0.0045,-0.04199999999999998,0.002960696201990076
0.0045,-0.03960000000000001,0.0025663385290132304
0.0045,-0.0372,0.0022480746859085223
0.0045,-0.034799999999999984,0.0019650370011145947
0.0045,-0.032399999999999984,0.0017205638098897035
0.0045,-0.03,0.001469611033089983
0.0045,-0.0276,0.0012735229039031112
0.0045,-0.025199999999999986,0.001126721912311654
0.0045,-0.022799999999999973,9.93266222010486E-4
0.0045,-0.020399999999999974,8.744979668983549E-4
0.0045,-0.017999999999999988,7.733926403523375E-4
0.0045,-0.015599999999999975,6.862084276511131E-4
0.0045,-0.013200000000000017,6.044695482588791E-4
0.0045,-0.010799999999999976,5.076181962496897E-4
0.0045,-0.008400000000000019,4.07655718543079E-4
0.0045,-0.005999999999999978,3.114666432959042E-4
0.0045,-0.003599999999999992,1.9735827753346313E-4
0.0045,-0.0011999999999999789,6.20430586122725E-5
0.0045,0.0011999999999999927,-7.10285147180606E-5
0.0045,0.0035999999999999782,-1.9180198774143564E-4
0.0045,0.0059999999999999915,-2.977948641540544E-4
0.0045,0.008400000000000005,-4.1623810235448533E-4
0.0045,0.010800000000000004,-5.119312178919408E-4
0.0045,0.01319999999999999,-5.97241139880321E-4
0.0045,0.015599999999999989,-6.814076444985745E-4
0.0045,0.018000000000000002,-7.705161093796153E-4
0.0045,0.020400000000000015,-8.742301896306195E-4
0.0045,0.022800000000000015,-9.853123587849205E-4
0.0045,0.0252,-0.0011190505470710377
0.0045,0.0276,-0.001280781112705645
0.0045,0.030000000000000013,-0.0014803501322074772
0.0045,0.032400000000000026,-0.0016989970510268453
0.0045,0.034800000000000025,-0.0019426926584460852
0.0045,0.03720000000000001,-0.002242996085777594
0.0045,0.03960000000000001,-0.002594675098455018
0.0045,0.04200000000000002,-0.0029263482793414376
0.0045,0.04440000000000004,-0.003308025902598516
