% Model,plasmaBDistributionWithShielding.mph
% Version,COMSOL 5.5.0.359
% Date,"Jan 3 2021, 11:59"
% Dimension,2
% Nodes,40000
% Expressions,1
% Description,
% Length unit,m
% R,Z,real(mf.Bz) (T) @ freq=1
9.0E-4,0.0059999999999999915,-0.07303968275021494
9.0E-4,0.008400000000000005,-0.07266008086578638
9.0E-4,0.010800000000000004,-0.07216236493415629
9.0E-4,0.01319999999999999,-0.07157351531082051
9.0E-4,0.015599999999999989,-0.07089454990591679
9.0E-4,0.018000000000000002,-0.07011851221457646
9.0E-4,0.020400000000000015,-0.06922725981856809
9.0E-4,0.022800000000000015,-0.06822592950814217
9.0E-4,0.0252,-0.06710520256873276
9.0E-4,0.0276,-0.06581342645471426
9.0E-4,0.030000000000000013,-0.06431384779795274
9.0E-4,0.032400000000000026,-0.06260153995949236
9.0E-4,0.034800000000000025,-0.06065058008252776
9.0E-4,0.03720000000000001,-0.058412130494285223
9.0E-4,0.03960000000000001,-0.05580144610270145
9.0E-4,0.04200000000000002,-0.052830920319338226
9.0E-4,0.04440000000000004,-0.04950327241280575
9.0E-4,0.046800000000000036,-0.04577581194658835
9.0E-4,0.04920000000000002,-0.04153541346155849
9.0E-4,0.05160000000000002,-0.03686756265743214
9.0E-4,0.054000000000000034,-0.031763487113451214
9.0E-4,0.05640000000000005,-0.02619518434058655
9.0E-4,0.05880000000000005,-0.020085877884299996
9.0E-4,0.061200000000000004,-0.01354195853833417
9.0E-4,0.06359999999999998,-0.006558530764286977
9.0E-4,0.06599999999999999,8.616788131821952E-4
9.0E-4,0.0684,0.008811288573935254
9.0E-4,0.0708,0.017184430985790734
9.0E-4,0.07320000000000002,0.025997365052185667
9.0E-4,0.07559999999999999,0.035306195270724955
9.0E-4,0.078,0.04523672134882504
9.0E-4,0.08040000000000001,0.05574867413154524
9.0E-4,0.08280000000000001,0.06690017768148505
9.0E-4,0.08520000000000003,0.07881400260158507
9.0E-4,0.0876,0.09177218423618118
9.0E-4,0.09000000000000001,0.10573121498831542
9.0E-4,0.09240000000000002,0.12073540404650612
9.0E-4,0.09480000000000002,0.13694031180329264
9.0E-4,0.09720000000000004,0.15462620891601297
9.0E-4,0.09960000000000001,0.17346811458910988
9.0E-4,0.10200000000000002,0.19334846328625427
9.0E-4,0.10440000000000003,0.2140695606679665
9.0E-4,0.10680000000000003,0.23534112477274144
9.0E-4,0.10920000000000005,0.25648004034987426
9.0E-4,0.11160000000000002,0.2770764391083239
9.0E-4,0.11400000000000003,0.29663715413044855
9.0E-4,0.11640000000000003,0.31431515463053505
9.0E-4,0.11880000000000004,0.32982420405361
9.0E-4,0.1212,0.34304151694671947
9.0E-4,0.12359999999999999,0.3539032665804074
9.0E-4,0.126,0.3619441582348022
9.0E-4,0.1284,0.3672343290626312
9.0E-4,0.1308,0.37032278524993634
9.0E-4,0.1332,0.37135997491683026
9.0E-4,0.1356,0.37050993904857366
9.0E-4,0.138,0.3677850987969376
9.0E-4,0.1404,0.3636533249251227
9.0E-4,0.1428,0.35838261303492114
9.0E-4,0.14520000000000002,0.35216241588813635
9.0E-4,0.14760000000000004,0.3451317549899075
9.0E-4,0.15000000000000002,0.3373914786677518
9.0E-4,0.1524,0.32920903796209333
9.0E-4,0.15480000000000002,0.3206918416574467
9.0E-4,0.15720000000000003,0.31193215840057487
9.0E-4,0.15960000000000005,0.3029960587459806
9.0E-4,0.16200000000000003,0.29400170187704777
9.0E-4,0.16440000000000002,0.28500226184548916
9.0E-4,0.16680000000000003,0.27604444860122634
9.0E-4,0.16920000000000004,0.26719584077795266
9.0E-4,0.17160000000000006,0.2584317491240832
9.0E-4,0.17400000000000004,0.24989948408927476
9.0E-4,0.17640000000000003,0.24145867418635103
9.0E-4,0.17880000000000004,0.23332289039130066
9.0E-4,0.1812,0.2252867254932141
9.0E-4,0.1836,0.2175938649448336
9.0E-4,0.186,0.2100074577064152
9.0E-4,0.18839999999999998,0.2027809655003503
9.0E-4,0.1908,0.19566386820753567
9.0E-4,0.1932,0.18890927820986225
9.0E-4,0.19560000000000002,0.1822632715060598
9.0E-4,0.198,0.1759734259571055
9.0E-4,0.2004,0.16978932561202667
9.0E-4,0.2028,0.16394810811881005
9.0E-4,0.20520000000000002,0.15820816308134314
9.0E-4,0.20760000000000003,0.1527951810977725
9.0E-4,0.21000000000000002,0.14747720878590787
9.0E-4,0.2124,0.14246725954017778
9.0E-4,0.21480000000000002,0.13754845104329444
9.0E-4,0.21720000000000003,0.13291549885540513
9.0E-4,0.21960000000000005,0.12837280825874103
9.0E-4,0.22200000000000003,0.12409124432000018
9.0E-4,0.22440000000000002,0.11988891154200321
9.0E-4,0.22680000000000003,0.11593333724041915
9.0E-4,0.22920000000000004,0.11205929886098562
9.0E-4,0.23160000000000006,0.10840153453581175
9.0E-4,0.234,0.10484242810563608
9.0E-4,0.23640000000000003,0.00421956554392373
9.0E-4,0.23880000000000004,5.5509225592357694E-5
0.0026999999999999997,-0.2388,5.5507991050600244E-5
0.0026999999999999997,-0.2364,0.004219167406517577
0.0026999999999999997,-0.23399999999999999,0.1047884948899208
0.0026999999999999997,-0.2316,0.10832603111576639
0.0026999999999999997,-0.22920000000000001,0.11202443720398056
0.0026999999999999997,-0.2268,0.11585724397455252
0.0026999999999999997,-0.2244,0.11985427951533353
0.0026999999999999997,-0.22199999999999998,0.1240068127568367
0.0026999999999999997,-0.21960000000000002,0.1283298512732896
0.0026999999999999997,-0.2172,0.1328287881850317
0.0026999999999999997,-0.2148,0.13750539284580177
0.0026999999999999997,-0.21239999999999998,0.14237344601433755
0.0026999999999999997,-0.20999999999999996,0.14743113765353627
0.0026999999999999997,-0.2076,0.15269436087190086
0.0026999999999999997,-0.2052,0.15815867996535263
0.0026999999999999997,-0.20279999999999998,0.16384198359400576
0.0026999999999999997,-0.20039999999999997,0.1697368742418855
0.0026999999999999997,-0.198,0.17586272705969966
0.0026999999999999997,-0.1956,0.18220904933531748
0.0026999999999999997,-0.19319999999999998,0.1887954433079198
0.0026999999999999997,-0.19079999999999997,0.1956084867197938
0.0026999999999999997,-0.18839999999999998,0.20266641563602256
0.0026999999999999997,-0.186,0.2099526066632017
0.0026999999999999997,-0.1836,0.21748216202909004
0.0026999999999999997,-0.18119999999999997,0.2252345524998679
0.0026999999999999997,-0.17880000000000001,0.23321946536648339
0.0026999999999999997,-0.17639999999999997,0.2414121608804322
0.0026999999999999997,-0.174,0.2498121939085077
0.0026999999999999997,-0.1716,0.258392702608946
0.0026999999999999997,-0.16920000000000002,0.267134777411003
0.0026999999999999997,-0.1668,0.27601048589363963
0.0026999999999999997,-0.1644,0.2849833758045783
0.0026999999999999997,-0.16199999999999998,0.2940002478670851
0.0026999999999999997,-0.1596,0.3030208057287258
0.0026999999999999997,-0.1572,0.31197305849762125
0.0026999999999999997,-0.1548,0.3207639380658711
0.0026999999999999997,-0.15239999999999998,0.32931845765957196
0.0026999999999999997,-0.15,0.337544168133449
0.0026999999999999997,-0.1476,0.34530840521336137
0.0026999999999999997,-0.1452,0.35237774545686196
0.0026999999999999997,-0.14279999999999998,0.3586731372238254
0.0026999999999999997,-0.14039999999999997,0.36401401617847695
0.0026999999999999997,-0.138,0.36811209174193793
0.0026999999999999997,-0.1356,0.3709484936526096
0.0026999999999999997,-0.13319999999999999,0.37186937381578655
0.0026999999999999997,-0.13079999999999997,0.3708993954803492
0.0026999999999999997,-0.12839999999999996,0.36783960330241466
0.0026999999999999997,-0.126,0.36250477285478344
0.0026999999999999997,-0.12360000000000002,0.3545364860814806
0.0026999999999999997,-0.12119999999999997,0.34374203649645174
0.0026999999999999997,-0.11879999999999999,0.3304159479664503
0.0026999999999999997,-0.11639999999999996,0.314830863659901
0.0026999999999999997,-0.11399999999999998,0.29709571192857354
0.0026999999999999997,-0.11159999999999998,0.27737485773162374
0.0026999999999999997,-0.10919999999999999,0.25661313197062063
0.0026999999999999997,-0.10679999999999996,0.23530876245061683
0.0026999999999999997,-0.10439999999999999,0.21391647185711143
0.0026999999999999997,-0.10199999999999998,0.19311685565908476
0.0026999999999999997,-0.09960000000000001,0.1731792384571792
0.0026999999999999997,-0.0972,0.15433498947500482
0.0026999999999999997,-0.0948,0.13662068282222556
0.0026999999999999997,-0.09239999999999998,0.12033574389837487
0.0026999999999999997,-0.08999999999999997,0.1053733014993177
0.0026999999999999997,-0.0876,0.09151461943048333
0.0026999999999999997,-0.08519999999999998,0.07859726598484033
0.0026999999999999997,-0.08279999999999998,0.0666829795574306
0.0026999999999999997,-0.08039999999999997,0.05557530162499749
0.0026999999999999997,-0.07799999999999999,0.04509024259355359
0.0026999999999999997,-0.07559999999999999,0.03517183037197309
0.0026999999999999997,-0.07320000000000002,0.025859793180445657
0.0026999999999999997,-0.07079999999999997,0.01704372800269907
0.0026999999999999997,-0.0684,0.00868753602858393
0.0026999999999999997,-0.06599999999999999,7.384302244110696E-4
0.0026999999999999997,-0.06360000000000002,-0.006700406628478647
0.0026999999999999997,-0.06119999999999998,-0.013678596005091026
0.0026999999999999997,-0.05879999999999999,-0.020221433169127147
0.0026999999999999997,-0.056399999999999964,-0.02631869021972206
0.0026999999999999997,-0.05399999999999998,-0.03190374977045826
0.0026999999999999997,-0.05159999999999998,-0.03698548331170298
0.0026999999999999997,-0.049199999999999994,-0.04165309087035034
0.0026999999999999997,-0.04679999999999995,-0.04589286386380199
0.0026999999999999997,-0.044399999999999995,-0.04965428386899029
0.0026999999999999997,-0.04199999999999998,-0.05296630427792953
0.0026999999999999997,-0.03960000000000001,-0.05590583561054528
0.0026999999999999997,-0.0372,-0.05849376722378824
0.0026999999999999997,-0.034799999999999984,-0.06072795152514046
0.0026999999999999997,-0.032399999999999984,-0.06267904329387063
0.0026999999999999997,-0.03,-0.06437747132076788
0.0026999999999999997,-0.0276,-0.06586203606336477
0.0026999999999999997,-0.025199999999999986,-0.06714842538030985
0.0026999999999999997,-0.022799999999999973,-0.06826790878675011
0.0026999999999999997,-0.020399999999999974,-0.06926057513074166
0.0026999999999999997,-0.017999999999999988,-0.07014490300517112
0.0026999999999999997,-0.015599999999999975,-0.07092266524017017
0.0026999999999999997,-0.013200000000000017,-0.07159897972934162
0.0026999999999999997,-0.010799999999999976,-0.07218757154952321
0.0026999999999999997,-0.008400000000000019,-0.07268641771379639
0.0026999999999999997,-0.005999999999999978,-0.07307419402650148
0.0026999999999999997,-0.003599999999999992,-0.07332647397383212
0.0026999999999999997,-0.0011999999999999789,-0.0734553963267435
0.0026999999999999997,0.0011999999999999927,-0.07346613984169625
0.0026999999999999997,0.0035999999999999782,-0.07333759586292672
0.0026999999999999997,0.0059999999999999915,-0.07306412286913097
0.0026999999999999997,0.008400000000000005,-0.07267791326773584
0.0026999999999999997,0.010800000000000004,-0.07219334686440398
0.0026999999999999997,0.01319999999999999,-0.07160721889989324
0.0026999999999999997,0.015599999999999989,-0.07091886847886684
0.0026999999999999997,0.018000000000000002,-0.0701388936337439
0.0026999999999999997,0.020400000000000015,-0.06926418285194524
0.0026999999999999997,0.022800000000000015,-0.06827287980893858
0.0026999999999999997,0.0252,-0.0671425155237875
0.0026999999999999997,0.0276,-0.06585199074382508
0.0026999999999999997,0.030000000000000013,-0.06438420168424158
0.0026999999999999997,0.032400000000000026,-0.06269393248826685
0.0026999999999999997,0.034800000000000025,-0.06072552240743118
0.0026999999999999997,0.03720000000000001,-0.05847009534998674
0.0026999999999999997,0.03960000000000001,-0.055910806363592205
0.0026999999999999997,0.04200000000000002,-0.05298994481363041
0.0026999999999999997,0.04440000000000004,-0.04963616773406163
0.0026999999999999997,0.046800000000000036,-0.045867116185627915
0.0026999999999999997,0.04920000000000002,-0.04165886014242872
0.0026999999999999997,0.05160000000000002,-0.03703561314770873
0.0026999999999999997,0.054000000000000034,-0.03188695255417188
0.0026999999999999997,0.05640000000000005,-0.026262385797121306
0.0026999999999999997,0.05880000000000005,-0.020216357409660705
0.0026999999999999997,0.061200000000000004,-0.013708345826552618
0.0026999999999999997,0.06359999999999998,-0.006679038524509788
0.0026999999999999997,0.06599999999999999,7.729561772583347E-4
0.0026999999999999997,0.0684,0.008664316896537114
0.0026999999999999997,0.0708,0.017024282440536713
0.0026999999999999997,0.07320000000000002,0.025874360588064207
0.0026999999999999997,0.07559999999999999,0.035225880438470775
0.0026999999999999997,0.078,0.045047666533715905
0.0026999999999999997,0.08040000000000001,0.05549032446307254
0.0026999999999999997,0.08280000000000001,0.06671012956468701
0.0026999999999999997,0.08520000000000003,0.07866793584916902
0.0026999999999999997,0.0876,0.09150591576469033
0.0026999999999999997,0.09000000000000001,0.10528031180831707
0.0026999999999999997,0.09240000000000002,0.12043515302081456
0.0026999999999999997,0.09480000000000002,0.13675065609695466
0.0026999999999999997,0.09720000000000004,0.15427819331493792
0.0026999999999999997,0.09960000000000001,0.17304891617394483
0.0026999999999999997,0.10200000000000002,0.19312491928061398
0.0026999999999999997,0.10440000000000003,0.2139890378240536
0.0026999999999999997,0.10680000000000003,0.2353423189784104
0.0026999999999999997,0.10920000000000005,0.2566992424083572
0.0026999999999999997,0.11160000000000002,0.27745348568949846
0.0026999999999999997,0.11400000000000003,0.2969162293698388
0.0026999999999999997,0.11640000000000003,0.3147751810297652
0.0026999999999999997,0.11880000000000004,0.33060446954043166
0.0026999999999999997,0.1212,0.3439151704393701
0.0026999999999999997,0.12359999999999999,0.35438343379472226
0.0026999999999999997,0.126,0.3623580038878734
0.0026999999999999997,0.1284,0.36791471815161336
0.0026999999999999997,0.1308,0.37108395420280577
0.0026999999999999997,0.1332,0.37183416881676146
0.0026999999999999997,0.1356,0.3707766993053053
0.0026999999999999997,0.138,0.3681044840930866
0.0026999999999999997,0.1404,0.3640365756348497
0.0026999999999999997,0.1428,0.3587491172613572
0.0026999999999999997,0.14520000000000002,0.3523757037957057
0.0026999999999999997,0.14760000000000004,0.34525133272609787
0.0026999999999999997,0.15000000000000002,0.3375279501006917
0.0026999999999999997,0.1524,0.32933724252116026
0.0026999999999999997,0.15480000000000002,0.3207707007743995
0.0026999999999999997,0.15720000000000003,0.3119629660904456
0.0026999999999999997,0.15960000000000005,0.3030168543890812
0.0026999999999999997,0.16200000000000003,0.2940037437282702
0.0026999999999999997,0.16440000000000002,0.28498466595915006
0.0026999999999999997,0.16680000000000003,0.27601000253108576
0.0026999999999999997,0.16920000000000004,0.267133190574707
0.0026999999999999997,0.17160000000000006,0.25839398040796213
0.0026999999999999997,0.17400000000000004,0.24981082843786814
0.0026999999999999997,0.17640000000000003,0.24141327405802004
0.0026999999999999997,0.17880000000000004,0.23321849421573573
0.0026999999999999997,0.1812,0.22523558207943845
0.0026999999999999997,0.1836,0.2174815731968878
0.0026999999999999997,0.186,0.2099533595151603
0.0026999999999999997,0.18839999999999998,0.20266612078174423
0.0026999999999999997,0.1908,0.19560894895456152
0.0026999999999999997,0.1932,0.18879525309933454
0.0026999999999999997,0.19560000000000002,0.1822091290388278
0.0026999999999999997,0.198,0.17586293162429928
0.0026999999999999997,0.2004,0.16973656933259082
0.0026999999999999997,0.2028,0.16384249108788448
0.0026999999999999997,0.20520000000000002,0.15815803438314752
0.0026999999999999997,0.20760000000000003,0.1526949601073591
0.0026999999999999997,0.21000000000000002,0.1474306634878652
0.0026999999999999997,0.2124,0.14237403544203797
0.0026999999999999997,0.21480000000000002,0.13750257096086882
0.0026999999999999997,0.21720000000000003,0.13283078312066934
0.0026999999999999997,0.21960000000000005,0.12832906907518962
0.0026999999999999997,0.22200000000000003,0.12400945078039724
0.0026999999999999997,0.22440000000000002,0.11984935836452949
0.0026999999999999997,0.22680000000000003,0.11586294436637318
0.0026999999999999997,0.22920000000000004,0.11201992445752847
0.0026999999999999997,0.23160000000000006,0.10832603229854146
0.0026999999999999997,0.234,0.1047884138385334
0.0026999999999999997,0.23640000000000003,0.004219166034286883
0.0026999999999999997,0.23880000000000004,5.5507981430824605E-5
0.0045,-0.2388,5.550662193977502E-5
0.0045,-0.2364,0.004218668688639414
0.0045,-0.23399999999999999,0.10471740932279874
0.0045,-0.2316,0.10825604349802984
0.0045,-0.22920000000000001,0.11194853231804991
0.0045,-0.2268,0.11576203853256009
0.0045,-0.2244,0.11978067655988778
0.0045,-0.22199999999999998,0.12390264738045664
0.0045,-0.21960000000000002,0.1282560272569154
0.0045,-0.2172,0.13271635589816883
0.0045,-0.2148,0.13742807063347778
0.0045,-0.21239999999999998,0.14225269922234607
0.0045,-0.20999999999999996,0.14734952854980915
0.0045,-0.2076,0.15256570583848822
0.0045,-0.2052,0.15807291956409564
0.0045,-0.20279999999999998,0.16370607980401952
0.0045,-0.20039999999999997,0.16964742587811382
0.0045,-0.198,0.17572075774790086
0.0045,-0.1956,0.18211669417640433
0.0045,-0.19319999999999998,0.18864936216073272
0.0045,-0.19079999999999997,0.195514758560781
0.0045,-0.18839999999999998,0.20251928724372953
0.0045,-0.186,0.20985992359345368
0.0045,-0.1836,0.2173385173531861
0.0045,-0.18119999999999997,0.22514666400907393
0.0045,-0.17880000000000001,0.23308587453576976
0.0045,-0.17639999999999997,0.2413328009215008
0.0045,-0.174,0.24969889076912866
0.0045,-0.1716,0.2583262215560269
0.0045,-0.16920000000000002,0.26705582438214404
0.0045,-0.1668,0.2759671290539363
0.0045,-0.1644,0.28494966813130607
0.0045,-0.16199999999999998,0.2940054270793794
0.0045,-0.1596,0.3030586778610221
0.0045,-0.1572,0.312058206124926
0.0045,-0.1548,0.32091120022862607
0.0045,-0.15239999999999998,0.32953671673351226
0.0045,-0.15,0.3378317631687102
0.0045,-0.1476,0.34564700158361095
0.0045,-0.1452,0.35286978720902806
0.0045,-0.14279999999999998,0.3592967295580204
0.0045,-0.14039999999999997,0.3647819810752158
0.0045,-0.138,0.3690381302164189
0.0045,-0.1356,0.3718774540280734
0.0045,-0.13319999999999999,0.37309325354354
0.0045,-0.13079999999999997,0.3723573857572835
0.0045,-0.12839999999999996,0.369438073904149
0.0045,-0.126,0.36400806932180885
0.0045,-0.12360000000000002,0.35606028187339855
0.0045,-0.12119999999999997,0.3454719451206419
0.0045,-0.11879999999999999,0.3321132820235083
0.0045,-0.11639999999999996,0.31621024488908156
0.0045,-0.11399999999999998,0.29799096416319054
0.0045,-0.11159999999999998,0.27810792367880444
0.0045,-0.10919999999999999,0.2570727385203065
0.0045,-0.10679999999999996,0.23534185552012082
0.0045,-0.10439999999999999,0.21366862019109403
0.0045,-0.10199999999999998,0.19256101804370498
0.0045,-0.09960000000000001,0.17240602357135573
0.0045,-0.0972,0.1534557283695268
0.0045,-0.0948,0.13587853355019064
0.0045,-0.09239999999999998,0.11962373598581633
0.0045,-0.08999999999999997,0.10463083397936779
0.0045,-0.0876,0.09082052223498138
0.0045,-0.08519999999999998,0.07808040460873697
0.0045,-0.08279999999999998,0.06620915920736224
0.0045,-0.08039999999999997,0.05508991386410922
0.0045,-0.07799999999999999,0.04468095785569923
0.0045,-0.07559999999999999,0.034868051017010494
0.0045,-0.07320000000000002,0.025574929279004614
0.0045,-0.07079999999999997,0.01674735061601739
0.0045,-0.0684,0.008392540185721477
0.0045,-0.06599999999999999,4.909837922602493E-4
0.0045,-0.06360000000000002,-0.006966130566596585
0.0045,-0.06119999999999998,-0.013976583344999337
0.0045,-0.05879999999999999,-0.020518420734105147
0.0045,-0.056399999999999964,-0.026587428292826846
0.0045,-0.05399999999999998,-0.032184617282133524
0.0045,-0.05159999999999998,-0.037313924949036174
0.0045,-0.049199999999999994,-0.04196142030994364
0.0045,-0.04679999999999995,-0.04614299246632686
0.0045,-0.044399999999999995,-0.04988701651972495
0.0045,-0.04199999999999998,-0.05321625011231141
0.0045,-0.03960000000000001,-0.056124213744806556
0.0045,-0.0372,-0.05867757689202691
0.0045,-0.034799999999999984,-0.06090666271617079
0.0045,-0.032399999999999984,-0.06285016267150748
0.0045,-0.03,-0.0645189215254978
0.0045,-0.0276,-0.06597358052888053
0.0045,-0.025199999999999986,-0.06723943414417198
0.0045,-0.022799999999999973,-0.06835208987312558
0.0045,-0.020399999999999974,-0.06933336861746617
0.0045,-0.017999999999999988,-0.07020131102899743
0.0045,-0.015599999999999975,-0.07097534154608642
0.0045,-0.013200000000000017,-0.07166186114939846
0.0045,-0.010799999999999976,-0.07225392738344255
0.0045,-0.008400000000000019,-0.07275015708389718
0.0045,-0.005999999999999978,-0.0731397237275346
0.0045,-0.003599999999999992,-0.07341014171684021
0.0045,-0.0011999999999999789,-0.0735462712406493
0.0045,0.0011999999999999927,-0.07354619767230466
0.0045,0.0035999999999999782,-0.07340813606806626
0.0045,0.0059999999999999915,-0.07314136055450218
0.0045,0.008400000000000005,-0.0727507793084793
0.0045,0.010800000000000004,-0.07225218220416912
0.0045,0.01319999999999999,-0.07165682043377106
0.0045,0.015599999999999989,-0.07097471349303491
0.0045,0.018000000000000002,-0.07020362789240538
0.0045,0.020400000000000015,-0.06933080696371804
0.0045,0.022800000000000015,-0.06834708528006705
0.0045,0.0252,-0.06723582792465325
0.0045,0.0276,-0.06597181373976238
0.0045,0.030000000000000013,-0.06451492528918235
0.0045,0.032400000000000026,-0.06283707762427007
0.0045,0.034800000000000025,-0.06090960702301415
0.0045,0.03720000000000001,-0.05868695319782122
0.0045,0.03960000000000001,-0.056128394526734404
0.0045,0.04200000000000002,-0.05320418974086269
0.0045,0.04440000000000004,-0.049881781662965426
0.0045,0.046800000000000036,-0.04615068412269098
0.0045,0.04920000000000002,-0.041956153677678645
0.0045,0.05160000000000002,-0.03730272911485674
0.0045,0.054000000000000034,-0.032190960249833075
0.0045,0.05640000000000005,-0.026588426830039535
0.0045,0.05880000000000005,-0.02051040148540182
0.0045,0.061200000000000004,-0.01396055777953693
0.0045,0.06359999999999998,-0.006966909345246383
0.0045,0.06599999999999999,4.822414780930129E-4
0.0045,0.0684,0.008396359014711944
0.0045,0.0708,0.016754477195481666
0.0045,0.07320000000000002,0.02555682246990755
0.0045,0.07559999999999999,0.0348588882642896
0.0045,0.078,0.044676262149996274
0.0045,0.08040000000000001,0.05510587531383089
0.0045,0.08280000000000001,0.06618629327051281
0.0045,0.08520000000000003,0.07805732758196093
0.0045,0.0876,0.09082142323977907
0.0045,0.09000000000000001,0.1046450968006806
0.0045,0.09240000000000002,0.11960424382713064
0.0045,0.09480000000000002,0.1358615942813748
0.0045,0.09720000000000004,0.15347901782857906
0.0045,0.09960000000000001,0.1724586114637247
0.0045,0.10200000000000002,0.19259966561195224
0.0045,0.10440000000000003,0.21365890961253847
